motif_id,document_id,chapter_id,chapter_number,paragraph_id,paragraph_number,sentence_id,sentence_number,surface_text,motif_key,motif_type,subtype,char_start,char_end,start_token_id,end_token_id,start_token_number,end_token_number,priority,source,notes
hongloumeng_mo0010842,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01966,6,hongloumeng_s029215,5,茶,motif_tea,飲食,茶,4,5,hongloumeng_t0407198,hongloumeng_t0407198,4,4,70,motif_rule,日常、品味、空間交往。
hongloumeng_mo0010843,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029221,2,淚,motif_tears,情感身體,眼淚,7,8,hongloumeng_t0407295,hongloumeng_t0407295,7,7,90,motif_rule,還淚神話與情感表現。
hongloumeng_mo0010844,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029221,2,香,motif_fragrance,感官,香氣,16,17,hongloumeng_t0407303,hongloumeng_t0407303,15,15,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0010845,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029223,4,香,motif_fragrance,感官,香氣,14,15,hongloumeng_t0407322,hongloumeng_t0407322,10,10,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0010846,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029225,6,淚,motif_tears,情感身體,眼淚,8,9,hongloumeng_t0407345,hongloumeng_t0407345,6,6,90,motif_rule,還淚神話與情感表現。
hongloumeng_mo0010847,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029225,6,雨,motif_rain,自然,雨,10,11,hongloumeng_t0407345,hongloumeng_t0407345,6,6,70,motif_rule,
hongloumeng_mo0010848,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029229,10,白,motif_white,顏色,白色,7,8,hongloumeng_t0407389,hongloumeng_t0407389,5,5,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010849,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029229,10,石,motif_stone,物象,石,16,17,hongloumeng_t0407395,hongloumeng_t0407395,11,11,70,motif_rule,石頭記、頑石神話。
hongloumeng_mo0010850,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01967,7,hongloumeng_s029233,14,哭,motif_tears,情感身體,哭泣,4,5,hongloumeng_t0407456,hongloumeng_t0407456,4,4,70,motif_rule,情緒與身體反應。
hongloumeng_mo0010851,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01968,8,hongloumeng_s029242,1,紫,motif_purple,顏色,紫色,12,13,hongloumeng_t0407594,hongloumeng_t0407594,11,11,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0010852,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01968,8,hongloumeng_s029242,1,淚,motif_tears,情感身體,眼淚,29,30,hongloumeng_t0407607,hongloumeng_t0407607,24,24,90,motif_rule,還淚神話與情感表現。
hongloumeng_mo0010853,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01968,8,hongloumeng_s029245,4,香,motif_fragrance,感官,香氣,1,2,hongloumeng_t0407638,hongloumeng_t0407638,2,2,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0010854,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01968,8,hongloumeng_s029252,11,紅,motif_red,顏色,紅色,29,30,hongloumeng_t0407818,hongloumeng_t0407818,23,23,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0010855,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01969,9,hongloumeng_s029276,19,金,motif_gold,物象,金,36,37,hongloumeng_t0408271,hongloumeng_t0408271,27,27,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0010856,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01969,9,hongloumeng_s029276,19,玉,motif_jade,物象,玉石,38,39,hongloumeng_t0408271,hongloumeng_t0408271,27,27,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010857,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01969,9,hongloumeng_s029276,19,金,motif_gold,物象,金,46,47,hongloumeng_t0408277,hongloumeng_t0408277,33,33,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0010858,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01970,10,hongloumeng_s029287,2,香,motif_fragrance,感官,香氣,34,35,hongloumeng_t0408480,hongloumeng_t0408480,26,26,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0010859,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01970,10,hongloumeng_s029295,10,金,motif_gold,物象,金,6,7,hongloumeng_t0408632,hongloumeng_t0408632,5,5,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0010860,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01970,10,hongloumeng_s029304,19,玉,motif_jade,物象,玉石,10,11,hongloumeng_t0408725,hongloumeng_t0408725,8,8,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010861,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01971,11,hongloumeng_s029318,13,玉,motif_jade,物象,玉石,2,3,hongloumeng_t0408971,hongloumeng_t0408971,2,2,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010862,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01971,11,hongloumeng_s029318,13,月,motif_moon,自然,月,16,17,hongloumeng_t0408981,hongloumeng_t0408981,12,12,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010863,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01971,11,hongloumeng_s029321,16,玉,motif_jade,物象,玉石,4,5,hongloumeng_t0409022,hongloumeng_t0409022,3,3,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010864,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01971,11,hongloumeng_s029322,17,月,motif_moon,自然,月,34,35,hongloumeng_t0409063,hongloumeng_t0409063,28,28,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010865,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01971,11,hongloumeng_s029322,17,玉,motif_jade,物象,玉石,38,39,hongloumeng_t0409065,hongloumeng_t0409065,30,30,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010866,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01972,12,hongloumeng_s029324,1,紅,motif_red,顏色,紅色,11,12,hongloumeng_t0409096,hongloumeng_t0409096,7,7,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0010867,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01972,12,hongloumeng_s029327,4,風,motif_wind,自然,風,31,32,hongloumeng_t0409186,hongloumeng_t0409186,27,27,70,motif_rule,
hongloumeng_mo0010868,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01972,12,hongloumeng_s029327,4,月,motif_moon,自然,月,42,43,hongloumeng_t0409194,hongloumeng_t0409194,35,35,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010869,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01972,12,hongloumeng_s029330,7,病,motif_illness,身體,疾病,3,4,hongloumeng_t0409247,hongloumeng_t0409247,4,4,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0010870,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01972,12,hongloumeng_s029334,11,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0409283,hongloumeng_t0409283,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010871,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029337,3,玉,motif_jade,物象,玉石,14,15,hongloumeng_t0409326,hongloumeng_t0409326,12,12,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010872,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029338,4,玉,motif_jade,物象,玉石,6,7,hongloumeng_t0409346,hongloumeng_t0409346,6,6,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010873,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029338,4,玉,motif_jade,物象,玉石,16,17,hongloumeng_t0409355,hongloumeng_t0409355,15,15,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010874,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029338,4,月,motif_moon,自然,月,35,36,hongloumeng_t0409370,hongloumeng_t0409370,30,30,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010875,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029344,10,玉,motif_jade,物象,玉石,13,14,hongloumeng_t0409416,hongloumeng_t0409416,10,10,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010876,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029348,14,月,motif_moon,自然,月,6,7,hongloumeng_t0409479,hongloumeng_t0409479,6,6,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010877,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029348,14,玉,motif_jade,物象,玉石,11,12,hongloumeng_t0409482,hongloumeng_t0409482,9,9,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010878,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029349,15,玉,motif_jade,物象,玉石,3,4,hongloumeng_t0409495,hongloumeng_t0409495,2,2,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010879,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029349,15,月,motif_moon,自然,月,31,32,hongloumeng_t0409515,hongloumeng_t0409515,22,22,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010880,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01973,13,hongloumeng_s029350,16,玉,motif_jade,物象,玉石,18,19,hongloumeng_t0409533,hongloumeng_t0409533,12,12,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010881,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029354,3,玉,motif_jade,物象,玉石,4,5,hongloumeng_t0409568,hongloumeng_t0409568,4,4,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010882,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029355,4,玉,motif_jade,物象,玉石,7,8,hongloumeng_t0409584,hongloumeng_t0409584,4,4,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010883,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029357,6,玉,motif_jade,物象,玉石,18,19,hongloumeng_t0409618,hongloumeng_t0409618,14,14,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010884,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029361,10,花,motif_flower,花木,泛花,5,6,hongloumeng_t0409653,hongloumeng_t0409653,4,4,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0010885,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029361,10,紅,motif_red,顏色,紅色,6,7,hongloumeng_t0409653,hongloumeng_t0409653,4,4,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0010886,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029361,10,柳,motif_willow,花木,柳,7,8,hongloumeng_t0409654,hongloumeng_t0409654,5,5,75,motif_rule,春景、女性、離別意象。
hongloumeng_mo0010887,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029361,10,綠,motif_green,顏色,綠色,8,9,hongloumeng_t0409654,hongloumeng_t0409654,5,5,70,motif_rule,服色、植物、空間色彩。
hongloumeng_mo0010888,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029362,11,哭,motif_tears,情感身體,哭泣,33,34,hongloumeng_t0409683,hongloumeng_t0409683,25,25,70,motif_rule,情緒與身體反應。
hongloumeng_mo0010889,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01974,14,hongloumeng_s029362,11,哭,motif_tears,情感身體,哭泣,36,37,hongloumeng_t0409686,hongloumeng_t0409686,28,28,70,motif_rule,情緒與身體反應。
hongloumeng_mo0010890,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01975,15,hongloumeng_s029370,8,風,motif_wind,自然,風,29,30,hongloumeng_t0409818,hongloumeng_t0409818,21,21,70,motif_rule,
hongloumeng_mo0010891,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01975,15,hongloumeng_s029375,13,白,motif_white,顏色,白色,11,12,hongloumeng_t0409893,hongloumeng_t0409893,9,9,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010892,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01975,15,hongloumeng_s029375,13,白,motif_white,顏色,白色,13,14,hongloumeng_t0409895,hongloumeng_t0409895,11,11,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010893,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01976,16,hongloumeng_s029385,4,紅,motif_red,顏色,紅色,6,7,hongloumeng_t0410028,hongloumeng_t0410028,5,5,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0010894,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01976,16,hongloumeng_s029386,5,玉,motif_jade,物象,玉石,3,4,hongloumeng_t0410035,hongloumeng_t0410035,2,2,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010895,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01976,16,hongloumeng_s029389,8,茶,motif_tea,飲食,茶,9,10,hongloumeng_t0410111,hongloumeng_t0410111,7,7,70,motif_rule,日常、品味、空間交往。
hongloumeng_mo0010896,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01977,17,hongloumeng_s029405,16,玉,motif_jade,物象,玉石,21,22,hongloumeng_t0410350,hongloumeng_t0410350,16,16,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010897,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01978,18,hongloumeng_s029417,10,玉,motif_jade,物象,玉石,1,2,hongloumeng_t0410466,hongloumeng_t0410466,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010898,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01979,19,hongloumeng_s029422,2,紫,motif_purple,顏色,紫色,2,3,hongloumeng_t0410537,hongloumeng_t0410537,3,3,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0010899,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01979,19,hongloumeng_s029422,2,玉,motif_jade,物象,玉石,11,12,hongloumeng_t0410543,hongloumeng_t0410543,9,9,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010900,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01979,19,hongloumeng_s029423,3,玉,motif_jade,物象,玉石,8,9,hongloumeng_t0410575,hongloumeng_t0410575,7,7,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010901,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01979,19,hongloumeng_s029427,7,玉,motif_jade,物象,玉石,2,3,hongloumeng_t0410616,hongloumeng_t0410616,2,2,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010902,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01979,19,hongloumeng_s029427,7,玉,motif_jade,物象,玉石,22,23,hongloumeng_t0410632,hongloumeng_t0410632,18,18,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010903,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01979,19,hongloumeng_s029429,9,紫,motif_purple,顏色,紫色,0,1,hongloumeng_t0410654,hongloumeng_t0410654,1,1,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0010904,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01979,19,hongloumeng_s029431,11,月,motif_moon,自然,月,13,14,hongloumeng_t0410682,hongloumeng_t0410682,14,14,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010905,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01981,21,hongloumeng_s029447,1,書,motif_book,文藝,書,10,11,hongloumeng_t0410915,hongloumeng_t0410915,7,7,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0010906,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01981,21,hongloumeng_s029456,10,淚,motif_tears,情感身體,眼淚,7,8,hongloumeng_t0411114,hongloumeng_t0411114,7,7,90,motif_rule,還淚神話與情感表現。
hongloumeng_mo0010907,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01982,22,hongloumeng_s029462,6,白,motif_white,顏色,白色,7,8,hongloumeng_t0411167,hongloumeng_t0411167,6,6,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010908,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01982,22,hongloumeng_s029472,16,白,motif_white,顏色,白色,13,14,hongloumeng_t0411270,hongloumeng_t0411270,10,10,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010909,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01982,22,hongloumeng_s029474,18,白,motif_white,顏色,白色,7,8,hongloumeng_t0411284,hongloumeng_t0411284,6,6,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010910,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01982,22,hongloumeng_s029476,20,白,motif_white,顏色,白色,4,5,hongloumeng_t0411300,hongloumeng_t0411300,4,4,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010911,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01983,23,hongloumeng_s029494,18,酒,motif_wine,飲食,酒,6,7,hongloumeng_t0411620,hongloumeng_t0411620,6,6,70,motif_rule,宴飲與情境。
hongloumeng_mo0010912,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01984,24,hongloumeng_s029509,7,書,motif_book,文藝,書,1,2,hongloumeng_t0411773,hongloumeng_t0411773,1,1,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0010913,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01984,24,hongloumeng_s029517,15,書,motif_book,文藝,書,15,16,hongloumeng_t0411859,hongloumeng_t0411859,13,13,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0010914,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01984,24,hongloumeng_s029519,17,香,motif_fragrance,感官,香氣,19,20,hongloumeng_t0411884,hongloumeng_t0411884,14,14,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0010915,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01985,25,hongloumeng_s029520,1,病,motif_illness,身體,疾病,5,6,hongloumeng_t0411890,hongloumeng_t0411890,4,4,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0010916,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01985,25,hongloumeng_s029521,2,藥,motif_medicine,身體,藥,6,7,hongloumeng_t0411919,hongloumeng_t0411919,6,6,75,motif_rule,疾病與身體治理。
hongloumeng_mo0010917,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01985,25,hongloumeng_s029523,4,金,motif_gold,物象,金,13,14,hongloumeng_t0411983,hongloumeng_t0411983,12,12,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0010918,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01985,25,hongloumeng_s029524,5,玉,motif_jade,物象,玉石,4,5,hongloumeng_t0411996,hongloumeng_t0411996,5,5,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0010919,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01985,25,hongloumeng_s029528,9,哭,motif_tears,情感身體,哭泣,7,8,hongloumeng_t0412029,hongloumeng_t0412029,6,6,70,motif_rule,情緒與身體反應。
hongloumeng_mo0010920,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01985,25,hongloumeng_s029531,12,酒,motif_wine,飲食,酒,9,10,hongloumeng_t0412064,hongloumeng_t0412064,7,7,70,motif_rule,宴飲與情境。
hongloumeng_mo0010921,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01985,25,hongloumeng_s029531,12,花,motif_flower,花木,泛花,22,23,hongloumeng_t0412073,hongloumeng_t0412073,16,16,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0010922,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01986,26,hongloumeng_s029541,10,哭,motif_tears,情感身體,哭泣,4,5,hongloumeng_t0412200,hongloumeng_t0412200,5,5,70,motif_rule,情緒與身體反應。
hongloumeng_mo0010923,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01987,27,hongloumeng_s029577,15,紅,motif_red,顏色,紅色,7,8,hongloumeng_t0412628,hongloumeng_t0412628,6,6,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0010924,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01988,28,hongloumeng_s029578,1,月,motif_moon,自然,月,2,3,hongloumeng_t0412636,hongloumeng_t0412636,3,3,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0010925,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01988,28,hongloumeng_s029583,6,香,motif_fragrance,感官,香氣,3,4,hongloumeng_t0412697,hongloumeng_t0412697,4,4,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0010926,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01988,28,hongloumeng_s029583,6,香,motif_fragrance,感官,香氣,16,17,hongloumeng_t0412708,hongloumeng_t0412708,15,15,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0010927,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01989,29,hongloumeng_s029587,2,風,motif_wind,自然,風,20,21,hongloumeng_t0412754,hongloumeng_t0412754,15,15,70,motif_rule,
hongloumeng_mo0010928,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01989,29,hongloumeng_s029587,2,病,motif_illness,身體,疾病,38,39,hongloumeng_t0412768,hongloumeng_t0412768,29,29,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0010929,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01989,29,hongloumeng_s029587,2,紅,motif_red,顏色,紅色,44,45,hongloumeng_t0412774,hongloumeng_t0412774,35,35,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0010930,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01989,29,hongloumeng_s029603,18,白,motif_white,顏色,白色,2,3,hongloumeng_t0412951,hongloumeng_t0412951,1,1,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010931,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01989,29,hongloumeng_s029603,18,白,motif_white,顏色,白色,3,4,hongloumeng_t0412951,hongloumeng_t0412951,1,1,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010932,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01991,31,hongloumeng_s029619,3,藥,motif_medicine,身體,藥,11,12,hongloumeng_t0413189,hongloumeng_t0413189,10,10,75,motif_rule,疾病與身體治理。
hongloumeng_mo0010933,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01991,31,hongloumeng_s029622,6,藥,motif_medicine,身體,藥,8,9,hongloumeng_t0413237,hongloumeng_t0413237,8,8,75,motif_rule,疾病與身體治理。
hongloumeng_mo0010934,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01992,32,hongloumeng_s029637,14,哭,motif_tears,情感身體,哭泣,8,9,hongloumeng_t0413496,hongloumeng_t0413496,7,7,70,motif_rule,情緒與身體反應。
hongloumeng_mo0010935,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01993,33,hongloumeng_s029646,4,風,motif_wind,自然,風,7,8,hongloumeng_t0413631,hongloumeng_t0413631,5,5,70,motif_rule,
hongloumeng_mo0010936,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01994,34,hongloumeng_s029670,9,書,motif_book,文藝,書,4,5,hongloumeng_t0413896,hongloumeng_t0413896,3,3,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0010937,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01994,34,hongloumeng_s029670,9,白,motif_white,顏色,白色,23,24,hongloumeng_t0413912,hongloumeng_t0413912,19,19,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010938,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01994,34,hongloumeng_s029672,11,花,motif_flower,花木,泛花,10,11,hongloumeng_t0413931,hongloumeng_t0413931,8,8,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0010939,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01994,34,hongloumeng_s029673,12,白,motif_white,顏色,白色,11,12,hongloumeng_t0413944,hongloumeng_t0413944,7,7,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010940,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01994,34,hongloumeng_s029686,25,白,motif_white,顏色,白色,3,4,hongloumeng_t0414057,hongloumeng_t0414057,3,3,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010941,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01994,34,hongloumeng_s029686,25,白,motif_white,顏色,白色,4,5,hongloumeng_t0414057,hongloumeng_t0414057,3,3,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0010942,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01995,35,hongloumeng_s029687,1,病,motif_illness,身體,疾病,6,7,hongloumeng_t0414077,hongloumeng_t0414077,6,6,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0010943,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01995,35,hongloumeng_s029693,7,金,motif_gold,物象,金,3,4,hongloumeng_t0414168,hongloumeng_t0414168,3,3,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0010944,hongloumeng,hongloumeng_ch074,74,hongloumeng_p01995,35,hongloumeng_s029693,7,金,motif_gold,物象,金,5,6,hongloumeng_t0414169,hongloumeng_t0414169,4,4,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0010945,hongloumeng,hongloumeng_ch075,75,hongloumeng_p01997,2,hongloumeng_s029721,11,病,motif_illness,身體,疾病,4,5,hongloumeng_t0414500,hongloumeng_t0414500,4,4,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0010946,hongloumeng,hongloumeng_ch075,75,hongloumeng_p01997,2,hongloumeng_s029724,14,茶,motif_tea,飲食,茶,11,12,hongloumeng_t0414526,hongloumeng_t0414526,9,9,70,motif_rule,日常、品味、空間交往。
